1.2.826.0.1.3680043.8.498.10000118454892828674141713285403927285.dcm.png,"[(237, 1626, 430, 1775), (497, 1654, 629, 1799)]"
1.2.826.0.1.3680043.8.498.10002241183222027614430884889690811045.dcm.png,"[(68, 863, 661, 1504)]"
1.2.826.0.1.3680043.8.498.10003717510451391223009508080002467919.dcm.png,"[(388, 779, 567, 910), (374, 192, 525, 324)]"
1.2.826.0.1.3680043.8.498.10006979899566804955455712345183284141.dcm.png,"[(899, 1426, 1404, 1750)]"
1.2.826.0.1.3680043.8.498.10008751192088511850167489899187853143.dcm.png,"[(628, 1086, 1086, 1502)]"
1.2.826.0.1.3680043.8.498.10010229468035828192297837045278254528.dcm.png,"[(470, 1209, 767, 1515)]"
1.2.826.0.1.3680043.8.498.10017827845634495185120100492234815869.dcm.png,"[(296, 1165, 584, 1346)]"
1.2.826.0.1.3680043.8.498.10019288937130128700761116553925400292.dcm.png,"[(125, 1579, 317, 1708)]"
1.2.826.0.1.3680043.8.498.10022504521140624372729717288601924889.dcm.png,"[(360, 374, 971, 763)]"
1.2.826.0.1.3680043.8.498.10022518023298560879007657147465926506.dcm.png,"[(265, 1108, 722, 1555)]"
1.2.826.0.1.3680043.8.498.10029037137004355639774041084650943309.dcm.png,"[(282, 1590, 821, 2240)]"
1.2.826.0.1.3680043.8.498.10030952299695130435568800236574820797.dcm.png,"[(566, 1722, 720, 1880)]"
1.2.826.0.1.3680043.8.498.10031625631257570060199852372744173682.dcm.png,"[(348, 2054, 1057, 2554)]"
1.2.826.0.1.3680043.8.498.10033102583196294577198138972144612849.dcm.png,"[(2, 524, 298, 736)]"
1.2.826.0.1.3680043.8.498.10035825988152208560247799007198200477.dcm.png,"[(487, 266, 647, 411)]"
1.2.826.0.1.3680043.8.498.10035844264511657624305904826637467152.dcm.png,"[(43, 1115, 506, 1479)]"
1.2.826.0.1.3680043.8.498.10036025591372560269855581033117834950.dcm.png,[]
1.2.826.0.1.3680043.8.498.10040607906409884291701566247854110649.dcm.png,"[(1124, 1351, 1503, 1766)]"
1.2.826.0.1.3680043.8.498.10041692703973600355913373122190405157.dcm.png,"[(10, 868, 214, 1030)]"
1.2.826.0.1.3680043.8.498.10042900480591446258539145304654408125.dcm.png,"[(1, 852, 95, 1152)]"
1.2.826.0.1.3680043.8.498.10047286700842328045498143039026860939.dcm.png,"[(2, 2424, 312, 3079)]"
1.2.826.0.1.3680043.8.498.10047944941693940632594013948415224956.dcm.png,"[(1318, 1653, 1840, 2223)]"
1.2.826.0.1.3680043.8.498.10048111603910256678843993715924267213.dcm.png,"[(1228, 3244, 1565, 3464)]"
1.2.826.0.1.3680043.8.498.10048197055639871148105361437494574978.dcm.png,"[(195, 1659, 742, 2114)]"
1.2.826.0.1.3680043.8.498.10049689823499672999836907021731128911.dcm.png,"[(188, 1389, 604, 1799)]"
1.2.826.0.1.3680043.8.498.10049908198793138714860760180457062762.dcm.png,"[(582, 1506, 971, 1896)]"
1.2.826.0.1.3680043.8.498.10051081264499714832440899956862713488.dcm.png,"[(453, 1049, 1073, 1684)]"
1.2.826.0.1.3680043.8.498.10052034938352609805590190148031631801.dcm.png,"[(1224, 2333, 1731, 2833)]"
1.2.826.0.1.3680043.8.498.10058597101299151327087138620459502124.dcm.png,"[(1298, 2899, 1558, 3204)]"
1.2.826.0.1.3680043.8.498.10059092319101926394484815036903417130.dcm.png,"[(310, 1416, 702, 1653)]"
1.2.826.0.1.3680043.8.498.10059817461594158353771867410654297949.dcm.png,"[(694, 1688, 934, 1927)]"
1.2.826.0.1.3680043.8.498.10060737389096797507740498332283416135.dcm.png,"[(0, 576, 342, 1305)]"
1.2.826.0.1.3680043.8.498.10064041996264340495668249883871659637.dcm.png,"[(454, 1531, 518, 1595)]"
1.2.826.0.1.3680043.8.498.10064721586301275005864537350195220492.dcm.png,"[(1233, 923, 1395, 1073)]"
1.2.826.0.1.3680043.8.498.10064747039726963938578825858789643732.dcm.png,"[(142, 1057, 741, 1533), (33, 2510, 357, 2899)]"
1.2.826.0.1.3680043.8.498.10077205145666876400984483570358626396.dcm.png,"[(345, 1532, 589, 1786)]"
1.2.826.0.1.3680043.8.498.10078192346598954086552875654065174056.dcm.png,"[(354, 1354, 797, 1761)]"
1.2.826.0.1.3680043.8.498.10080077918870684378052395444201305612.dcm.png,"[(0, 1389, 409, 1898)]"
1.2.826.0.1.3680043.8.498.10082241650650833344158793088095550705.dcm.png,"[(299, 1438, 696, 1743)]"
1.2.826.0.1.3680043.8.498.10084868060616841395708036269303740957.dcm.png,"[(1074, 1534, 1439, 1844)]"
1.2.826.0.1.3680043.8.498.10086661746169453342946185910419874864.dcm.png,"[(287, 1706, 974, 2360)]"
1.2.826.0.1.3680043.8.498.10086893453759223728018601137054808099.dcm.png,"[(2, 173, 261, 399)]"
